year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2023,Peaceful protest,Protesters only,Overijssel,Zwolle,RTV Oost,"On 26 August 2023, several hundred people joined the Pride celebration march in Zwolle (Overijssel) to celebrate sexual diversity and stand up against homo- and transphobia.",crowd size=several hundred,6.0974,52.5062
2023,Protest with intervention,State forces-Protesters,Gelderland,Apeldoorn,AD; Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at the ING bank in the Hoofdstraat in Apeldoorn (Gelderland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels. Six people were removed from inside the bank by the police and taken into custody.",crowd size=no report,5.9635,52.2143
2023,Protest with intervention,State forces-Protesters,Noord-Brabant,Den Bosch,AD; Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Den Bosch (Noord-Brabant) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels. The police intervened and arrested six activists.",crowd size=no report,5.3064,51.6879
2023,Peaceful protest,Protesters only,Flevoland,Almere,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Almere (Flevoland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.2144,52.3672
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Amsterdam (Noord-Holland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Zuid-Holland,Gouda,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Gouda (Noord-Holland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,4.7107,52.011
2023,Peaceful protest,Protesters only,Zuid-Holland,Leiden,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Leiden (Noord-Holland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,4.4841,52.159
2023,Peaceful protest,Protesters only,Limburg,Maastricht,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Maastricht (Limburg) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.6889,50.8483
2023,Peaceful protest,Protesters only,Noord-Brabant,Tilburg,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Tilburg (Noord-Brabant) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.1266,51.5523
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Utrecht (Utrecht) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.1128,52.0871
2023,Peaceful protest,Protesters only,Utrecht,Zeist,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Zeist (Utrecht) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.2302,52.0877
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 26 August 2023, a few hundred Muslims protested in front of the World Forum in Den Haag (Zuid-Holland) against Quran burnings, following an earlier action by Pegida leader Edwin Wagensveld, who publicly tore a Quran. The protesters, holding signs, demonstrated peacefully.",crowd size=a few hundred,4.3128,52.0795
2023,Peaceful protest,Protesters only,Gelderland,Nijmegen,Extinction Rebellion,"On 26 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Nijmegen (Gelderland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.8528,51.8425
2023,Peaceful protest,Protesters only,Noord-Holland,IJmuiden,Greenpeace International,"On 28 August 2023, an unknown number of environmental activists of Greenpeace and Quit with Coal staged a protest at the Tata Steel company in IJmuiden (Noord-Holland), blocking access to the facility to denounce its environmental impact.",crowd size=no report,4.6098,52.4562
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 29 August 2023, dozens of residents of the Rotterdam-Lombardijen neighborhood staged a protest in Rotterdam (Zuid-Holland) against municipal plans to plant a garbage recycling facility in the immediate vicinity of their neighborhood.",crowd size=dozens,4.4604,51.9214
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,Extinction Rebellion,"On 31 August 2023, an unknown number of Extinction Rebellion activists staged a protest action at an ING bank office in Leeuwarden (Friesland) in the context of Extinction Rebellion's Hot Summer Tour against the bank's investments in fossil fuels.",crowd size=no report,5.7925,53.1929
2023,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,AD; Hart van Nederland,"On 1 September 2023, about 100 activists of Extinction Rebellion staged a protest action on the Erasmus Bridge in Rotterdam (Zuid-Holland), blocking the bridge for traffic to raise awareness for climate change.",crowd size=about 100,4.4604,51.9214
2023,Peaceful protest,Protesters only,Zuid-Holland,Dordrecht,ND - Nederlands Dagblad,"On 1 September 2023, around 100 people, including Extinction Rebellion activists and members of the action group Health Before Everything, assembled in front of the city hall of Dordrecht (Zuid-Holland), to demand the chemical company Chemours be closed after the company was accused for the pollution of the environment with PFAS.",crowd size=around 100,4.6781,51.7963
2023,Peaceful protest,Protesters-Protesters,Zuid-Holland,Leiden,AD; Westonline,"On 2 September 2023, around 20 demonstrators, including parliament member Gideon van Meijeren from FVD, assembled on the Burchtplein, in front of the library of Leiden (Zuid-Holland) to express their concerns about the reading event held there in which a drag queen read stories to children. On the Hooglandse Kerkgracht, a few hundred meters further, around 100 counterdemonstrators protested the demonstration.",crowd size=around 120,4.4841,52.159
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 2 September 2023, an unknown number of Extinction Rebellion activists staged a protest occupation of the ING bank headquarters in Zuidoost, Amsterdam (Noord-Holland), to denounce the bank's continuous investments in fossil fuels.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Brabant,Tilburg,AD,"On 2 September 2023, around 80 animal rights activists protested at the Hartelust monkey trade business in Tilburg (Noord-Brabant), denouncing the mistreatment of primates. The demonstrators, led by Animal Rights, voiced concerns over the illegal capture, poor living conditions, and use of primates in laboratories for toxicological testing. A local politician from PvdD joined the protest.",crowd size=around 80,5.1266,51.5523
2023,Peaceful protest,Protesters only,Noord-Holland,Alkmaar,Hart van Nederland,"On 3 September 2023, an unknown number of Extinction Rebellion activists assembled in Alkmaar (Noord-Holland) to start their 6-day-long foot march to Den Haag, where they would join the protest occupation of the A12 highway on Saturday 9 September 2023.",crowd size=no report,4.7475,52.6331
2023,Peaceful protest,Protesters only,Flevoland,Almere,Hart van Nederland,"On 3 September 2023, an unknown number of Extinction Rebellion activists assembled in Almere (Flevoland) to start their 6-day-long foot march to Den Haag, where they would join the protest occupation of the A12 highway on Saturday 9 September 2023.",crowd size=no report,5.2144,52.3672
2023,Peaceful protest,Protesters only,Gelderland,Arnhem,Hart van Nederland,"On 3 September 2023, an unknown number of Extinction Rebellion activists assembled in Arnhem (Gelderland) to start their 6-day-long foot march to Den Haag, where they would join the protest occupation of the A12 highway on Saturday 9 September 2023.",crowd size=no report,5.9149,51.9815
2023,Peaceful protest,Protesters only,Zuid-Holland,Gouda,AD; Extinction Rebellion,"On 4 September 2023, tens of Extinction Rebellion activists staged a die-in protest in Gouda (Zuid-Holland) to raise awareness for climate change and its impact.",crowd size=tens,4.7107,52.011
2023,Peaceful protest,Protesters only,Zeeland,Middelburg,Omroep Zeeland,"On 4 September 2023, dozens of Extinction Rebellion activists staged a die-in protest on the Abdij square in Middelburg (Zeeland) to raise awareness for climate change and its impact.",crowd size=dozens,3.6148,51.4991
2023,Peaceful protest,Protesters only,Noord-Holland,Zaandam,Extinction Rebellion,"On 4 September 2023, an unknown number of Extinction Rebellion activists staged a die-in protest at the city hall of Zaandam (Noord-Holland) to raise awareness for climate change and its impact.",crowd size=no report,4.8292,52.4428
2023,Peaceful protest,Protesters only,Zuid-Holland,Dordrecht,AD,"On 4 September 2023, around 20 Extinction Rebellion (XR) activists staged a 'die-in' during the air raid siren in Dordrecht (Zuid-Holland), in front of the Central Station. The demonstration aimed to raise awareness about the climate crisis. The activists called for an immediate end to fossil fuel subsidies and highlighted the climate emergency.",crowd size=around 20,4.6781,51.7963
2023,Peaceful protest,Protesters only,Gelderland,Arnhem,AD,"On 4 September 2023, about 20 Extinction Rebellion activists staged a 'Die In' at Arnhem Centraal in Arnhem (Gelderland), lying on the ground as if dead, during the national siren test. The group used the event to call for immediate climate action, stating that the choices made today will have global consequences. The demonstration was part of broader preparations for the upcoming A12 climate blockade.",crowd size=about 20,5.9149,51.9815
